Gene,log2FoldChange (FC),abs(FC),P-adjusted
AP000998.2,2.235029687,2.235029687,2.74797E-06
RP11-161I6.2,2.242459884,2.242459884,1.14998E-05
RP11-1109F11.3,2.242633752,2.242633752,0.001097921
FAM200A,2.249583269,2.249583269,2.28348E-23
LL0XNC01-7P3.1,2.256013057,2.256013057,0.000977357
FJX1,2.27619081,2.27619081,0.005183328
RP11-486G15.2,2.276751519,2.276751519,1.00834E-06
C9orf163,2.28046145,2.28046145,3.55882E-05
MMP26,2.291502888,2.291502888,4.19562E-05
RHOU,2.296799424,2.296799424,0.004756958
RP11-285G1.14,2.297073861,2.297073861,2.81587E-05
RP11-572O17.1,2.299873311,2.299873311,1.13009E-05
NKX6-2,2.334236953,2.334236953,0.000119486
OCA2,2.356649537,2.356649537,8.23277E-13
RP11-190C22.8,2.359353625,2.359353625,4.70311E-06
FAM27E3,2.366951128,2.366951128,1.21262E-06
AC092835.2,2.375362896,2.375362896,0.005488688
STK24-AS1,2.389710839,2.389710839,0.005715286
SLC11A1,2.38983574,2.38983574,0.004378684
CTB-113I20.2,2.390967335,2.390967335,7.41074E-06
TCHH,2.395176894,2.395176894,5.11741E-06
RP11-634H22.1,2.395880277,2.395880277,6.93236E-05
DOK6,2.414835767,2.414835767,1.72311E-07
RP3-395M20.8,2.416219178,2.416219178,8.13813E-06
FRZB,2.419668378,2.419668378,0.00469593
SCRT1,2.431654201,2.431654201,0.000175659
RP11-557H15.4,2.437345034,2.437345034,9.39242E-12
RP11-708B6.2,2.443114977,2.443114977,0.002037083
RP11-399K21.13,2.453328944,2.453328944,9.87174E-12
RN7SL521P,2.456066591,2.456066591,6.1645E-05
RP11-214N9.1,2.47745319,2.47745319,4.6857E-09
C1orf85,2.500886309,2.500886309,0.000771874
IGHG1,2.540513673,2.540513673,1.24505E-79
RP11-277B15.3,2.545003929,2.545003929,0.003848828
CAHM,2.558138402,2.558138402,0.000241306
RP11-44M6.3,2.576977251,2.576977251,0.008390355
RNF186,2.580185869,2.580185869,0.005550564
NKAIN4,2.580554434,2.580554434,0.000186887
RP11-66N11.8,2.586860326,2.586860326,5.31476E-05
CHRNA3,2.590208102,2.590208102,0.002320678
RP11-385F7.1,2.616316954,2.616316954,0.00010373
ERICH1-AS1,2.619885767,2.619885767,2.51071E-09
RP3-460G2.2,2.629388987,2.629388987,0.004728271
MPZ,2.635141414,2.635141414,0.002275541
Z83851.1,2.674127958,2.674127958,0.000965612
RP11-1275H24.2,2.679856145,2.679856145,1.31334E-14
RP11-398G24.2,2.692878556,2.692878556,6.31555E-06
AP001412.1,2.700000766,2.700000766,1.63086E-10
RP11-288G11.3,2.702047988,2.702047988,3.65628E-05
RP11-345P4.9,2.730689203,2.730689203,8.40059E-07
AC004463.6,2.82791212,2.82791212,5.52532E-10
RP11-551L14.1,2.891789632,2.891789632,1.40321E-05
GRIK3,2.913680187,2.913680187,0.002264923
RP11-304L19.5,2.926361478,2.926361478,4.4565E-43
RP11-475N22.4,2.939720402,2.939720402,0.001626793
AC132192.1,2.993583006,2.993583006,4.42364E-10
WAS,3.018189024,3.018189024,0.000427299
CTD-2554C21.1,3.026818989,3.026818989,0.001916184
CCBE1,3.060462786,3.060462786,2.81386E-12
WDR86,3.070518536,3.070518536,0.000131814
PCBP4,3.071104865,3.071104865,0.007388554
GPR6,3.145955569,3.145955569,0.002454923
CTA-481E9.4,3.14807252,3.14807252,0.005167608
KCNG2,3.173768617,3.173768617,3.26826E-12
SYNGR3,3.214356649,3.214356649,0.008204298
LINC01018,3.253713946,3.253713946,0.002499351
LGI2,3.361389862,3.361389862,0.000301785
RP1-118J21.25,3.400592986,3.400592986,1.12795E-07
CTD-2228K2.7,3.421582002,3.421582002,3.90665E-07
CRHR1,3.436052397,3.436052397,4.12019E-05
KIAA1984,3.445136474,3.445136474,1.79598E-07
NID1,3.454007347,3.454007347,0.003249793
RP11-767I20.1,3.463561871,3.463561871,0.006096892
RP11-557H15.3,3.522755482,3.522755482,4.03097E-09
RP11-62H20.1,3.540183494,3.540183494,0.000387263
GRM5,3.615704305,3.615704305,3.44271E-14
TSPAN18,3.646661484,3.646661484,5.22891E-10
RP11-154H12.3,3.90448926,3.90448926,7.6774E-31
TMEM240,3.948333909,3.948333909,0.000124994
DUSP5P1,4.129442798,4.129442798,1.92355E-08
mKate2,4.613034755,4.613034755,0.000265403
